,NR Slot length,Interruption length X3 (slots),,Interruption length Y3 (slot),
,(ms),Sync,Async,Sync,Async
0,1,1,2,1,2
1,0.5,1,2,1,2
2,0.25,3,,2,3
3,0.125,5,,N/A,N/A
