,"∅0, … ,∅2",,
0,1,-3,-3
1,1,-3,-1
2,1,-3,3
3,1,-1,-1
4,1,-1,1
5,1,-1,3
6,1,1,-3
7,1,1,-1
8,1,1,3
9,1,3,-1
10,1,3,1
11,1,3,3
