Preamble format,,
0,,
1,,
2,,
3,,
4 (see Note),,
NOTE:Frame structure type 2 and special subframe configurations with UpPTS lengths and only assuming that the number of additional SC-FDMA symbols in UpPTS X in Table 4.2-1 is 0.,,
