Parameter,Unit,Value,Comment
NR RF Channel Number,,1,One NR radio channel is used for this test
Active Cell,,Cell 1,Cell 1 on RF channel number 1.
CP length,,Normal,
DRX,,OFF,
bwp-InactivityTimer,ms,200,
PDCCH and PDSCH maximum number of HARQ transmission,,1,
T1,s,0.2,
T2,s,0.2,
T3,s,0.2,
