,Number of EPDCCH candidates  for Case 1,,,,Number of EPDCCH candidates  for Case 2,,,
,L=2,L=4,L=8,L=16,L=1,L=2,L=4,L=8
2,4,2,1,0,4,2,1,0
4,8,4,2,1,8,4,2,1
8,6,6,2,2,6,6,2,2
