Parameter,Unit,"Active Sidelink UE i(i = 0, .., 49)",
,,T1,T2
NR RF Channel Number,-,1,
Channel Bandwidth (BWchannel)Note 5,MHz,"20 (NPRB,c = 50) or 40 (NPRB,c = 100)",
PSCCH RMC (defined in A.3.21.3),-,CC.1A HD,
PSSCH RMC (defined in A.3.21.3),-,CD.1A HD,
Note1,dBm/30 kHz,-111,-121
Note3,dB,10,
"Note2,3",dB,10,
Note4,dB,0,20
"Note2,4",dB,0,20
"PSSCH-RSRP1 Note 2,3",dBm/SCS,-101,-111
"PSSCH -RSRP2 Note 2,4",dBm/SCS,-111,-101
IoNote 2,dBm/18 MHz,-77.42,-74.03
,dBm/36 MHz,-77.42,-74.03
Antenna Configuration,-,1x2,
Propagation Condition,-,AWGN,
"NOTE 1:Interference from other UEs and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 2:Es/Iot, PSSCH-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 3:For UE 20 to 29, occupying subchannel #2NOTE 4:For UE 0 to 19 and 30 to 49, occupying subchannel #0/1/3/4NOTE 5:The UE is only required to be tested in one of the supported test configurations.",,,
