"Channel Bandwidth, (MHz)","Carrier Centre Frequency, Fc, (MHz)",Region A,,,,Region B,
,,RBstart*12*SCS (MHz),RBend*12*SCS (MHz),LCRB*12*SCS (MHz),A-MPR,LCRB*12*SCS (MHz),A-MPR
15,3557.5 ≤ FC < 3562.5,<1.8,,,A3,≥10.8,A3
,3687.5 < FC ≤ 3692.5,>11.52,,,,,
15,3562.5 ≤ FC < 3567.5,≤1.08,,<1.44,A4,≥11.52,2
,3682.5 < FC ≤ 3687.5,,≥13.22,,,,
20,3560 ≤ FC < 3570,<3.6,,,A5,≥10.8,A5
,3680 < FC ≤ 3690,>12.96,,,,,
20,3570 ≤ FC < 3580,≤2.16,,<1.44,A6,≥14.4,2
,3670 < FC ≤ 3680,,≥16.92,,,,
30,3565 ≤ Fc < 3585,< 7.38,,,A7,,
,,≥ 7.38≤24.48,,≥ 15.3,A2,,
,,,,< 15.3,A1,,
,,>24.48,,< 2.7,A7,,
,,,> 19.44,,A7,,
,3665 < Fc ≤ 3685,,≤19.44≥3.24,≥ 15.3,A2,,
,,,,< 15.3,A1,,
,,,<3.24,< 2.7,A7,,
,3585 ≤ Fc ≤ 3665,≤3.96,,< 1.44,A8,≥19.44,4
,,,≥24.48,,A8,,
40,3570 ≤ FC < 3600,<11.34,,,A7,,
,,"≥11.34,≤31.0",,≥18,A2,,
,,,,<18,A1,,
,,>31.0,,<3.6,A7,,
,3650 < FC ≤ 3680,,>24.48,,A7,,
,,,"≤24.48, ≥6.48",≥18,A2,,
,,,,<18,A1,,
,,,<6.48,<3.6,A7,,
40,3600 ≤ FC ≤ 3650,≤6.12,,<1.44,A8,>20,4.5
,,,≥ 32.76,,,,
50,3575 ≤ FC < 3605,<12.6,,,A7,,
,,≥12.6≤31.0,,≥22.32,A2,,
,,,,<22.32,A1,,
,,≥38.52,,≤3.6,A7,,
,3645 < FC ≤ 3675,,>36.0,,A7,,
,,,≤36.0,≥22.32,A2,,
,,,≥17.6,<22.32,A1,,
,,,≤10.08,≤3.6,A7,,
,3605 ≤ FC ≤ 3645,≤6.12,,≤3.6,A8,,
,,,≥42.48,≤3.6,A8,,
60,3580 ≤ FC < 3620,<15.84,,,A7,,
,,≥15.84≤31.0,,≥27.36,A2,,
,,,,<27.36,A1,,
,,≥44.64,,≤3.6,A7,,
,3630 < FC ≤ 3670,,>42.48,,A7,,
,,,≤42.48,≥27.36,A2,,
,,,≥27.32,<27.36,A1,,
,,,≤13.68,≤3.6,A7,,
,3620 ≤ FC ≤ 3630,≤6.12,,≤3.6,A8,,
,,,≥52.2,≤3.6,A8,,
70,3585 ≤ FC ≤ 3665,≤22.32,,<25.56,A7,,
,,,≥ 45.72,<25.56,A7,,
,,,,≥25.56,A7,,
80,3590 ≤ FC ≤ 3660,≤22.32,,<25.56,A7,,
,,,≥55.8,<25.56,A7,,
,,,,≥25.56,A7,,
90,3595 ≤ FC ≤ 3655,≤25.92,,<28.8,A7,,
,,,≥62.28,<28.8,A7,,
,,,,≥28.8,A7,,
100,3600 ≤ FC ≤ 3650,≤29.16,,<32.4,A7,,
,,,≥69.12,<32.4,A7,,
,,,,≥32.4,A7,,
NOTE 1:VoidNOTE 2:Void,,,,,,,
