SCS (kHz),Channel bandwidth (MHz) / Maximum transmission bandwidth (MHz),,,,,,,,,,,,,,
,5,10,15,20,25,30,35,40,45,50,60,70,80,90,100
15,4.50,9.36,14.22,19.08,23.94,28.80,33.84,38.88,43.56,48.6,N/A,N/A,N/A,N/A,N/A
30,N/A,8.64,13.68,18.36,23.40,28.08,33.12,38.16,42.84,47.88,58.32,68.04,78.12,88.02,98.28
60,N/A,7.92,12.96,17.28,22.32,27.36,31.68,36.72,41.76,46.8,56.88,66.96,77.04,87.12,97.20
