Channel Bandwidth (MHz),"Carrier Centre Frequency, Fc (MHz)",Region AOuter/Inner,,,Region BOuter/Inner,
,,RBstart,LCRB,A-MPR(dB),RBstart+LCRB,A-MPR(dB)
5,-,-,-,-,-,-
10,1437 ≤ FC < 1442,≤ -4.5 MHz/12/SCS + LCRB,> 4.5 MHz/12/SCS,≤ 9,< 1.8 MHz/12/SCS,≤ 9
15,1439.5 ≤ FC < 1447.5,≤ -5.4 MHz/12/SCS + LCRB,> 5.4 MHz/12/SCS,≤ 11,< 3.42 MHz/12/SCS,≤ 9
20,1442 ≤ FC < 1450,≤ -5.4 MHz/12/SCS + LCRB,> 5.4 MHz/12/SCS,≤ 12,< 5.04 MHz/12/SCS,≤ 9
30,1452 ≤ FC < 1502,≤ -7.2MHz/12/SCS + LCRB,> 7.2 MHz/12/SCS,≤ 13.5,< 11.7 MHz/12/SCS,≤ 13.5
40,1452 ≤ FC < 1497,≤ -7.2 MHz/12/SCS + LCRB,> 7.2 MHz/12/SCS,≤ 13.5,< 11.7 MHz/12/SCS,≤ 13.5
50,1457 ≤ FC < 1492,≤ -7.2 MHz/12/SCS + LCRB,> 7.2 MHz/12/SCS,≤ 13.5,< 15.12 MHz/12/SCS,≤ 13.5
60,1462 ≤ FC < 1487,≤ -7.2 MHz/12/SCS + LCRB,> 7.2 MHz/12/SCS,≤ 13.5,< 18.72 MHz/12/SCS,≤ 13.5
NOTE 1 - 4:Void,,,,,,
