TDD UL/DLConfiguration,subframe number i,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9
0,-,-,6,7,4,-,-,6,7,4
1,-,-,6,4,-,-,-,6,4,-
2,-,-,4,-,-,-,-,4,-,-
3,-,-,4,4,4,-,-,-,-,-
4,-,-,4,4,-,-,-,-,-,-
5,-,-,4,-,-,-,-,-,-,-
6,-,-,7,7,5,-,-,7,7,-
