Number of antenna ports,OFDM symbol indices within a slot where the ratio of the corresponding PDSCH EPRE to the cell-specific RS EPRE is denoted by,,,,OFDM symbol indices within a slot where the ratio of the corresponding PDSCH EPRE to the cell-specific RS EPRE is denoted by,,,
,Normal cyclic prefix,,Extended cyclic prefix,,Normal cyclic prefix,,Extended cyclic prefix,
,mod 2 = 0,mod 2 = 1,mod 2 = 0,mod 2 = 1,mod 2 = 0,mod 2 = 1,mod 2 = 0,mod 2 = 1
One or two,"1, 2, 3, 4, 5, 6","0, 1, 2, 3, 4, 5, 6","1, 2, 3, 4, 5","0, 1, 2, 3, 4, 5",0,-,0,-
Four,"2, 3, 4, 5, 6","0, 1, 2, 3, 4, 5, 6","2, 4, 3, 5","0, 1, 2, 3, 4, 5","0, 1",-,"0, 1",-
