Parameter,Unit,Test configuration,Cell 1,,,Cell 2,,
,,,T1,T2,T3,T1,T2,T3
Propagation Condition,,"1, 2",AWGN+220 Hz,,,,,
,,3,AWGN+500 Hz,,,,,
