HARQ-ACK <>,"HARQ-ACK code word< b0, b1, b2,…,b15 >"
0,"<0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0>"
1,"<1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1>"
