Parameter,E-UTRA/NR operating band groups Note 1,MinimumNRSRP
,,dBm/15kHz
Conditions,"NFDD_G, NTDD_G",-139.8
NOTE 1:E-UTRA/NR operating band groups are as defined in Section 3.5.,,
