Parameter,Unit,Value,Comment
PRS muting info,,Cell 1: ‘1111111100000000’Cell 2: ‘1111111100000000’,Correponds to prs-MutingInfo defined in TS 36.355 [24]
,s,10.24,Derived according to the RSTD measurement requirements specified in Clause 8.1.2.5.5
