Parameter,,Unit,Test 1,,Test 2,,Test 3,
,,,Cell 1,Cell 2,Cell 1,Cell 2,Cell 1,Cell 2
E-UTRA RF Channel Number,,,1,,1,,1,
BWchannel,,MHz,5,,5,,5,
Measurement bandwidth,,,10—15,,10—15,,10—15,
PDSCH Reference measurement channel defined in A.3.1.1.1-1,,,R.5 FDD,-,R.5 FDD,-,R.5FDD,-
PDSCH allocation,,,7—17,-,7-17,-,7-17,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.1-1,,,R.11 FDD,,R.11 FDD,,R.11 FDD,
OCNG Patterns defined in A.3.2.1.15 (OP.15 FDD) and A.3.2.1.16 (OP.16 FDD),,,OP.15 FDD,OP.16 FDD,OP.15 FDD,OP.16 FDD,OP.15 FDD,OP.16 FDD
PBCH_RA,,dB,0,0,0,0,0,0
PBCH_RB,,,,,,,,
PSS_RA,,,,,,,,
SSS_RA,,,,,,,,
PCFICH_RB,,,,,,,,
PHICH_RA,,,,,,,,
PHICH_RB,,,,,,,,
PDCCH_RA,,,,,,,,
PDCCH_RB,,,,,,,,
PDSCH_RA,,,,,,,,
PDSCH_RB,,,,,,,,
OCNG_RANote1,,,,,,,,
OCNG_RBNote1,,,,,,,,
Note2,Bands FDD_N,dBm/15 kHz,-103,,-83,,-109.5,
,,dB,2.46,-5.97,2.46,-5.97,0.46,-5.76
RSRPNote3,Bands FDD_N,dBm/15 kHz,-97,-102,-77,-82,-106.5,-110.5
IoNote3,Bands FDD_N,dBm/4.5 MHz,-70.28,,-50.28,,-78.94,
,,dB,6,1,6,1,3,-1
Propagation condition,,-,AWGN,,AWGN,,AWGN,
Note 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.,,,,,,,,
