Parameter,,Unit,,Test 1,Test 2,Test 3,
,,,,Cell 2,Cell 2,Cell 2,
E-UTRA RF Channel Number,,,,2,2,2,
BWchannel,,MHz,,10,10,10,
Gap Pattern Id,,,,-,-,-,
Special subframe configuration Note1,,,,6,6,6,
Uplink-downlink configuration Note1,,,,1,1,1,
Measurement bandwidth,,,,22—27,22—27,22—27,
PDSCH Reference measurement channel,,,,-,-,-,
PDSCH allocation,,,,-,-,-,
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.2,,,,R.6 TDD,R.6 TDD,R.6 TDD,
OCNG Patterns defined in A.3.2.2.2,,,,OP.2 TDD,OP.2 TDD,OP.2 TDD,
PBCH_RA,,,dB,0,0,0,
PBCH_RB,,,,,,,
PSS_RA,,,,,,,
SSS_RA,,,,,,,
PCFICH_RB,,,,,,,
PHICH_RA,,,,,,,
PHICH_RB,,,,,,,
PDCCH_RA,,,,,,,
PDCCH_RB,,,,,,,
PDSCH_RA,,,,,,,
PDSCH_RB,,,,,,,
OCNG_RANote2,,,,,,,
OCNG_RBNote2,,,,,,,
Note3,Bands TDD_A,,dBm/15 kHz,-85,-108.50,-119.50,
,Bands TDD_C,,,,,-118.50,
,Bands TDD_E,,,,,-117.50,
Note3a,Bands TDD_A,,dBm/15 kHz,-79,-114.50,-113.50,
,Bands TDD_C,,,,,-112.50,
,Bands TDD_E,,,,,-111.50,
CRS,,,dB,-1.75,20,-4.0,
RSRPNote4,Bands TDD_A,,dBm/15 kHz,-81.75,-88.50,-123.50,
,Bands TDD_C,,,,,-122.50,
,Bands TDD_E,,,,,-121.50,
RS-SINRNote4,,,dB,-1.75,20,-4.0,
IoNote4,Bands TDD_A,,dBm/9 MHz,-50.68,-60.71,-85.45,
,Bands TDD_C,,,,,-84.45,
,Bands TDD_E,,,,,-83.45,
Propagation condition,,,-,AWGN,AWGN,AWGN,
Antenna Configuration,,,-,1x2,1x2,1x2,
"Note 1:For special subframe and uplink-downlink configurations see Tables 4.2-1 and 4.2-2 in TS 36.211.Note 2:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 3:Interference from other cells and noise sources not specified in the test is assumed to be constant over CRS subcarriers and time and shall be modelled as AWGN of appropriate power for CRS  to be fulfilled.Note 3a:Interference from other cells and noise sources not specified in the test is assumed to be constant over Non-CRS subcarriers and time and shall be modelled as AWGN of appropriate power for Non-CRS  to be fulfilled.Note 4:RSRP, RS-SINR and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 5:RSRP and RS-SINR minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 6:E-UTRA operating band groups are as defined in Section 3.5.",,,,,,,
