Parameter,,Unit,Cell 1,Cell 2,Cell 3
E-UTRA RF Channel Number,,,1,2,3
Duplex mode,,,FDD or TDD,FDD or TDD,FDD or TDD
BWchannel,,,"5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100","5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100","5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100"
TDD Special subframe configurationNote1,,,6,6,6
TDD Uplink/downlink configurationNote1,,,1,1,1
Measurement bandwidth,,,5MHz: 10-1510MHz: 22-2720MHz: 47-52,5MHz: 10-1510MHz: 22-2720MHz: 47-52,5MHz: 10-1510MHz: 22-2720MHz: 47-52
PDSCH Reference measurement channel defined in A.3.1.1,,,5MHz FDD:R.5 FDD 10MHz FDD:R.0 FDD20MHz FDD:R.4 FDD5MHz TDD:R.4 TDD 10MHz TDD:R.0 TDD20MHz TDD:R.3 TDD,5MHz FDD:R.5 FDD 10MHz FDD:R.0 FDD20MHz FDD:R.4 FDD5MHz TDD:R.4 TDD 10MHz TDD:R.0 TDD20MHz TDD:R.3 TDD,5MHz FDD:R.5 FDD 10MHz FDD:R.0 FDD20MHz FDD:R.4 FDD5MHz TDD:R.4 TDD 10MHz TDD:R.0 TDD20MHz TDD:R.3 TDD
PDSCH allocation,,,5MHz: 7-1710MHz: 13-3620MHz: 38-61,5MHz: 7-1710MHz: 13-3620MHz: 38-61,5MHz: 7-1710MHz: 13-3620MHz: 38-61
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2,,,5MHz FDD:R.11 FDD10MHz FDD:R.6 FDD20MHz FDD:R.10 FDD5MHz TDD:R.11 TDD10MHz TDD:R.6 TDD20MHz TDD:R.10 TDD,5MHz FDD:R.11 FDD10MHz FDD:R.6 FDD20MHz FDD:R.10 FDD5MHz TDD:R.11 TDD10MHz TDD:R.6 TDD20MHz TDD:R.10 TDD,5MHz FDD:R.11 FDD10MHz FDD:R.6 FDD20MHz FDD:R.10 FDD5MHz TDD:R.11 TDD10MHz TDD:R.6 TDD20MHz TDD:R.10 TDD
OCNG Patterns defined in A.3.2,,,5MHz FDD:OP.15 FDD10MHz FDD:OP.1 FDD20MHz FDD:OP.11 FDD5MHz TDD:OP.9 TDD10MHz TDD:OP.1 TDD20MHz TDD:OP.7 TDD,5MHz FDD:OP.15 FDD10MHz FDD:OP.1 FDD20MHz FDD:OP.11 FDD5MHz TDD:OP.9 TDD10MHz TDD:OP.1 TDD20MHz TDD:OP.7 TDD,5MHz FDD:OP.15 FDD10MHz FDD:OP.1 FDD20MHz FDD:OP.11 FDD5MHz TDD:OP.9 TDD10MHz TDD:OP.1 TDD20MHz TDD:OP.7 TDD
PBCH_RA,,dB,0,0,0
PBCH_RB,,,,,
PSS_RA,,,,,
SSS_RA,,,,,
PCFICH_RB,,,,,
PHICH_RA,,,,,
PHICH_RB,,,,,
PDCCH_RA,,,,,
PDCCH_RB,,,,,
PDSCH_RA,,,,,
PDSCH_RB,,,,,
OCNG_RANote2,,,,,
OCNG_RBNote2,,,,,
Note3,Bands TDD_A,dBm/ 15kHz,-116,-116,-116
,Bands TDD_C,,-115,-115,-115
,Bands TDD_E,,-114,-114,-114
,Bands FDD_A,,-119.5,-119.5,-119.5
,"Bands FDD_B1, FDD_B2 Note 11",,-119,-119,-119
,Bands FDD_C,,-118.5,-118.5,-118.5
,Bands FDD_D,,-118,-118,-118
,"Bands FDD_E, Bands FDD_F Note 6",,-117.5,-117.5,-117.5
,Bands FDD_G,,-116.5,-116.5,-116.5
,Bands FDD_H,,-116,-116,-116
,,dB,-6.0,-6.0,-6.0
,,dB,-6.0,-6.0,-6.0
RSRPNote4,Bands TDD_A,dBm/ 15kHz,-122,-122,-122
,Bands TDD_C,,-121,-121,-121
,Bands TDD_E,,-120,-120,-120
,Bands FDD_A,,-125.5,-125.5,-125.5
,"Bands FDD_B1, FDD_B2 Note 11",,-125,-125,-125
,Bands FDD_C,,-124.5,-124.5,-124.5
,Bands FDD_D,,-124,-124,-124
,"Bands FDD_E, Bands FDD_F Note 6",,-123.5,-123.5,-123.5
,Bands FDD_G,,-122.5,-122.5,-122.5
,Bands FDD_H,,-122,-122,-122
RSRQNote4,Bands TDD_A,dB,-17.77,-17.77,-17.77
,Bands TDD_C,,,,
,Bands TDD_E,,,,
,Bands FDD_A,,-17.77,-17.77,-17.77
,"Bands FDD_B1, FDD_B2 Note 11",,,,
,Bands FDD_C,,,,
,Bands FDD_D,,,,
,"Bands FDD_E, Bands FDD_F Note 6",,,,
,Bands FDD_G,,,,
,Bands FDD_H,,,,
IoNote4,Bands TDD_A,dBm/ BWchannel,"-87.25 + 10log(NRB,c/50)","-87.25 + 10log(NRB,c/50)","-87.25 + 10log(NRB,c/50)"
,Bands TDD_C,,"-86.25 + 10log(NRB,c/50)","-86.25 + 10log(NRB,c/50)","-86.25 + 10log(NRB,c/50)"
,Bands TDD_E,,"-85.25 + 10log(NRB,c/50)","-85.25 + 10log(NRB,c/50)","-85.25 + 10log(NRB,c/50)"
,Bands FDD_A,,"-90.75 + 10log(NRB,c/50)","-90.75 + 10log(NRB,c/50)",s
,"Bands FDD_B1, FDD_B2 Note 11",,"-90.25 + 10log(NRB,c/50)","-90.25 + 10log(NRB,c/50)","-90.25 + 10log(NRB,c/50)"
