Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2022-12,RAN#98-e,RP-223315,7181,,B,CR to TS 36.133: Introduction of LTE TDD band 54,18.0.0
2022-12,RAN#98-e,RP-223314,7183,,B,Big CR for IoT NTN core requirements for TS36.133,18.0.0
2023-03,RAN#99,RP-230524,7184,,B,CR related to Introduction of support of NB1/NB2/M1 for LTE TDD Band 54,18.1.0
2023-03,RAN#99,RP-230512,7186,,A,Updates Band grouping for NB-IoT operation in Band 24 to include n24,18.1.0
2023-03,RAN#99,RP-230507,7190,,A,CR on SRS antenna port switching requirements 36.133 R18,18.1.0
2023-03,RAN#99,RP-230518,7193,,A,CR on RedCap Idle mode(36.133),18.1.0
2023-03,RAN#99,RP-230530,7196,,A,Inter-RAT NR cell reselection requiremetns under eDRX for NR-U and NR,18.1.0
2023-03,RAN#99,RP-230500,7199,,A,Editorial corrections in TS 36.133,18.1.0
2023-06,RAN#100,RP-231364,7204,,F,Correction on reference of NB-IoT for satellite access,18.2.0
2023-06,RAN#100,RP-231364,7209,,F,CR on RRM core requirements maintenance for LTE NB-IoT/eMTC over NTNRe-establishment,18.2.0
2023-06,RAN#100,RP-231362,7210,,B,CR to TS 36.133:  Introduction of 900 MHz LTE Band in the US,18.2.0
2023-06,RAN#100,RP-231355,7214,,A,Correction to inter-RAT NR measurement requirements_R18,18.2.0
2023-06,RAN#100,RP-231364,7215,1,F,CR on maintenance of NB-IoT for IoT NTN,18.2.0
2023-06,RAN#100,RP-231364,7216,,F,CR on timing advance requirements for NBIOT over NTN,18.2.0
2023-06,RAN#100,RP-231350,7219,,A,CR on RedCap Idle mode(36.133),18.2.0
2023-06,RAN#100,RP-231350,7224,,A,Formal CR to Rel-18 TS 36.133: on RedCap maintenance in TS 36.133,18.2.0
2023-06,RAN#100,RP-231361,7225,,B,Big CR on NB-IoT/eMTC RRM performance requirements for NTN,18.2.0
2023-09,RAN#101,RP-232510,7226,,F,CR for UE transmit timing requirements for Satellite Access,18.3.0
2023-09,RAN#101,RP-232510,7227,,F,CR for clarification on Ksatellite,18.3.0
2023-09,RAN#101,RP-232510,7228,,F,CR for test case of Cell re-selection for satellite access for NB-IoT,18.3.0
2023-09,RAN#101,RP-232510,7229,,F,CR for test cases for RRC re-establishment for NB-IoT NTN,18.3.0
2023-09,RAN#101,RP-232510,7230,,F,CR for test cases for Random Access for NB-IoT NTN,18.3.0
2023-09,RAN#101,RP-232488,7233,,A,[NB_IOTenh4_LTE_eMTC6-Core] CR on maintenance of neighbour cell measurement for NB-IoT R18,18.3.0
2023-09,RAN#101,RP-232510,7235,,F,CR on maintenance of test cases for IoT NTN,18.3.0
2023-09,RAN#101,RP-232486,7243,,A,[LTE_feMob-Core] CR on CHO requirements R18,18.3.0
2023-09,RAN#101,RP-232510,7244,,F,CR for test cases for timing for NB-IoT NTN,18.3.0
2023-09,RAN#101,RP-232510,7246,,F,New Annex B.8 definition for High level test procedure for SAN RRM tests,18.3.0
2023-09,RAN#101,RP-232488,7245,1,F,CR 36.133 on fixing the band indication on transmit timing tests,18.3.0
2023-09,RAN#101,RP-232499,7248,,A,[NR_unlic-Core] CR on inter-RAT measurement on NR-U with eDRX in IDLE mode R18,18.3.0
2023-12,RAN#102,RP-233357,7250,,F,CR for UE transmit timing requirements for IoT NTN,18.4.0
2023-12,RAN#102,RP-233357,7251,,F,CR for RLM for IoT NTN,18.4.0
2023-12,RAN#102,RP-233355,7257,,B,CR to TS36.133 Introduction of a new FDD band (L+S band) for IoT NTN operation,18.4.0
2023-12,RAN#102,RP-233354,7258,,B,CR to TS36.133 Introduction of the Extended L-band,18.4.0
2023-12,RAN#102,RP-233357,7263,,F,CR on test case for Cell re-selection for IoT NTN,18.4.0
2023-12,RAN#102,RP-233357,7265,,F,CR for test case of channel quality reporting accuracy,18.4.0
2023-12,RAN#102,RP-233336,7272,,A,[NB_IOTenh2-Perf] CR to 36.133 for correcting errors on the PHR table for NB1 UEs,18.4.0
2023-12,RAN#102,RP-233344,7274,,A,[NB_IOTenh4_LTE_eMTC6-Core] CR on 36.133 Fixing capability description for NB-IoT neighbor cell measurements in connected mode,18.4.0
2023-12,RAN#102,RP-233357,7255,2,F,CR on clarification on test condition for IoT NTN,18.4.0
2023-12,RAN#102,RP-233357,7262,1,F,Correction to IoT NTN eMTC test cases,18.4.0
2023-12,RAN#102,RP-233357,7264,1,F,"CR on test for Random access, timing and signalling characteristics for LTE NB-IoT/eMTC over NTN",18.4.0
2023-12,RAN#102,RP-233357,7259,2,F,[LTE_NBIoT_eMTC_NTN_req-Perf] CR to TS 36.133: Corrections to IoT NTN test cases (Rel 18),18.4.0
2023-12,RAN#102,RP-233364,7275,1,B,Big CR to TS 36.133 on inter-RAT NR measurement without gap,18.4.0
2023-12,RAN#102,RP-233353,7276,,B,Big CR to TS 36.133 on RRM requirements for IoT NTN enhancements,18.4.0
2024-03,RAN#103,RP-240552,7299,,A,(TEI17) CR 36.133: Correction to normative text in requirements – Rel-18,18.5.0
2024-03,RAN#103,RP-240557,7295,,F,(NB_IOTenh4_LTE_eMTC6-Core) CR on maintenance for Rel-18 NB-IoT (Cat F),18.5.0
2024-03,RAN#103,RP-240573,7280,1,A,(NR_redcap-Core) CR on PRACH transmission periodicity for RedCap UE-Rel18,18.5.0
2024-03,RAN#103,RP-240576,7283,1,A,(NR_unlic-Core) CR on NR Measurements when CCA is used-Rel18,18.5.0
2024-03,RAN#103,RP-240582,7286,,F,(LTE_NBIoT_eMTC_NTN_req-Perf) CR to TS 36.133: Corrections to NPRACH configuration (Rel 18),18.5.0
2024-03,RAN#103,RP-240582,7287,,F,(LTE_NBIoT_eMTC_NTN_req-Perf) CR to TS 36.133: Corrections to IE configurations (Rel 18),18.5.0
2024-03,RAN#103,RP-240582,7288,,F,(LTE_NBIoT_eMTC_NTN_req-Perf) CR to TS 36.133: Corrections to GNSS relaxation (Rel 18),18.5.0
2024-03,RAN#103,RP-240582,7292,,F,CR on abbreviation for LTE NB-IoT/eMTC over NTN,18.5.0
2024-03,RAN#103,RP-240582,7293,,F,CR on UE transmit timing requirements for LTE NB-IoT/eMTC over NTN,18.5.0
