Parameter,E-UTRA/NR operating band groups Note 1,"Minimum PRP1,2 Note 1"
,,dBm/15kHz
Conditions,NFDD_G,-135
NOTE 1:E-UTRA/NR operating band groups are as defined in Section 3.5,,
