Parameter,,Unit,Test 1,,
,,,Cell 1,Cell 2,Cell3
E-UTRA RF Channel Number,,,1,2,2
BWchannel,,MHz,"5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100",20,20
DMTC period,,ms,N/A,40,40
DMTC period offset,,,N/A,10,10
Discovery signal occasion duration,,ms,N/A,1,1
LBT model,,,N/A,N/A,A.3.17
Timing offset to cell1,,s,-,0,3
Time alignment error between cell 2 and cell 1,,,-,Time alignment error as specified in 3GPP TS 36.104 [30] clause 6.5.3.1.,-
Measurement bandwidth,,,5MHz:  10-1510MHz: 22-2720MHz: 47-52,47-52,47-52
PDSCH Reference measurement channel defined in A.3.1.1,,,5MHz: R.5 FDD 10MHz: R.0 FDD20MHz: R.4 FDD,R.0 FS3,-
PDSCH allocation,,,5MHz:    7-1710MHz: 13-3620MHz: 38-61,38-61,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2,,,5MHz: R.11 FDD 10MHz: R.6 FDD20MHz: R.10 FDD,R.0 FS3,R.0 FS3
OCNG Patterns defined in A.3.2,,,5MHz: OP.15 FDD 10MHz: OP.1 FDD20MHz: OP.11 FDD,OP.13 FDD,OP.14 FDD
PBCH_RA,,dB,0,0,0
PBCH_RB,,,,,
PSS_RA,,,,,
SSS_RA,,,,,
PCFICH_RB,,,,,
PHICH_RA,,,,,
PHICH_RB,,,,,
PDCCH_RA,,,,,
PDCCH_RB,,,,,
PDSCH_RA,,,,,
PDSCH_RB,,,,,
OCNG_RA Note1,,,,,
OCNG_RB Note1,,,,,
Note2,Bands FDD_A,dBm/15 kHz,-119.5,-,
,"Bands FDD_B1, FDD_B2 Note 10",,-119,,
,Bands FDD_C,,-118.5,,
,Bands FDD_D,,-118,,
,"Bands FDD_E, FDD_F Note 6",,-117.5,,
,Bands FDD_G,,-116.5,,
,Bands FDD_H,,-116,,
,Bands FS3_G,,-,( for Channel 1 +3.5dB),
,,dB,-4,-5.46Note9,-5.46
RSRPNote3,Bands FDD_A,dBm/15 kHz,-123.5,-,
,"Bands FDD_B1, FDD_B2 Note 10",,-123,,
,Bands FDD_C,,-122.5,,
,Bands FDD_D,,-122,,
,"Bands FDD_E, FDD_F Note 6",,-121.5,,
,Bands FDD_G,,-120.5,,
,Bands FDD_H,,-120,,
,Bands FS3_G,,-,(RSRP for Cell 1 +3.5dB),(RSRP for Cell 1 +3.5dB)
RSRQNote3,Bands FDD_A,dBm/15 kHz,-16.25,-,
,"Bands FDD_B1, FDD_B2 Note 10",,,,
,Bands FDD_C,,,,
,Bands FDD_D,,,,
,"Bands FDD_E, FDD_F Note 6",,,,
,Bands FDD_G,,,,
,Bands FDD_H,,,,
,Bands FS3_G,,-,-17.34Note9,-17.34
IoNote3,Bands FDD_A,5MHz: dBm/4.5MHz 10MHz: dBm/9MHz20MHz: dBm/18MHz,"-90.26 +10log(NRB,c/50)",-,
,"Bands FDD_B1, FDD_B2 Note 10",,"-89.76 +10log(NRB,c/50)",,
,Bands FDD_C,,"-89.26 +10log(NRB,c/50)",,
,Bands FDD_D,,"-88.76 +10log(NRB,c/50)",,
,"Bands FDD_E, FDD_F Note 6",,"-88.26 +10log(NRB,c/50)",,
,Bands FDD_G,,"-87.26 +10log(NRB,c/50)",,
,Bands FDD_H,,"-86.76 +10log(NRB,c/50)",,
,Bands FS3_G,,-,(Io for Channel 1 +4.59dBNote9),(Io for Channel 1 +4.59dB)
,,dB,-4,-4,-4
Propagation condition,,-,AWGN,,
"Note 1:OCNG shall be used such that cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols. For cells with LBT model, OCNG is transmitted only in subframes with downlink transmission bursts, and is not transmitted during muted subframes or during DMTC windows.Note 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 3:RSRP, RSRQ and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves. Note 4:RSRP and RSRQ minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 5:The selection of the bands for testing depends on the configuration of the carrier aggregation supported by the UEs.Note 6:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHzNote 7:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.Note 8:E-UTRA operating band groups are as defined in Section 3.5.Note 9:The value is corresponding to DRS transmission through LBT operation in Cell3.Note 10:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,,
