Parameter,,Unit,Cell 8,Cell 9
E-UTRA RF Channel Number,,,5,
Duplex mode,,,FDD or TDD,
BWchannel,,MHz,"5MHz: NRB,c = 2510MHz: NRB,c = 5020MHz: NRB,c = 100",
TDD Special subframe configurationNote1,,,6,
TDD Uplink/downlink configurationNote1,,,1,
Measurement bandwidth,,,5MHz: 10-1510MHz: 22-2720MHz: 47-52,
PDSCH Reference measurement channel defined in A.3.1.1.2,,,5MHz FDD:R.5 FDD 10MHz FDD:R.0 FDD20MHz FDD:R.4 FDD5MHz TDD:R.4 TDD 10MHz TDD:R.0 TDD20MHz TDD:R.3 TDD,-
PDSCH allocation,,,5MHz: 7-1710MHz: 13-3620MHz: 38-61,-
PDCCH/PCFICH/PHICH Reference measurement channel defined in A.3.1.2.2,,,5MHz FDD:R.11 FDD10MHz FDD:R.6 FDD20MHz FDD:R.10 FDD5MHz TDD:R.11 TDD10MHz TDD:R.6 TDD20MHz TDD:R.10 TDD,5MHz FDD:R.11 FDD10MHz FDD:R.6 FDD20MHz FDD:R.10 FDD5MHz TDD:R.11 TDD10MHz TDD:R.6 TDD20MHz TDD:R.10 TDD
OCNG Patterns defined in A.3.2.2,,,5MHz FDD:OP.15 FDD10MHz FDD:OP.1 FDD20MHz FDD:OP.11 FDD5MHz TDD:OP.9 TDD10MHz TDD:OP.1 TDD20MHz TDD:OP.7 TDD,5MHz FDD:OP.16 FDD 10MHz FDD:OP.2 FDD20MHz FDD:OP.12 FDD5MHz TDD:OP.10 TDD10MHz TDD:OP.2 TDD20MHz TDD:OP.8 TDD
PBCH_RA,,dB,0,0
PBCH_RB,,,,
PSS_RA,,,,
SSS_RA,,,,
PCFICH_RB,,,,
PHICH_RA,,,,
PHICH_RB,,,,
PDCCH_RA,,,,
PDCCH_RB,,,,
PDSCH_RA,,,,
PDSCH_RB,,,,
OCNG_RANote2,,,,
OCNG_RBNote2,,,,
Note3,Bands TDD_A,dBm/ 15kHz,( for Channel 1 +1dB),
,Bands TDD_C,,,
,Bands TDD_E,,,
,Bands FDD_A,,,
,"Bands FDD_B1, FDD_B2 Note 10",,,
,Bands FDD_C,,,
,Bands FDD_D,,,
,"Bands FDD_E, FDD_F Note 7",,,
,Bands FDD_G,,,
,Bands FDD_H,,,
,,dB,3,-1
,,dB,0.46,-5.76
RSRPNote4,Bands TDD_A,dBm/ 15kHz,(RSRP for Cell 1 +8dB),(RSRP for Cell 1 +4dB)
,Bands TDD_C,,,
,Bands TDD_E,,,
,Bands FDD_A,,,
,"Bands FDD_B1, FDD_B2 Note 10",,,
,Bands FDD_C,,,
,Bands FDD_D,,,
,"Bands FDD_E, FDD_F Note 7",,,
,Bands FDD_G,,,
,Bands FDD_H,,,
IoNote4,Bands TDD_A,dBm/ BWchannel,(Io for Channel 1 +5.33dB +10log(NRB channel3 / NRB channel 1)),
,Bands TDD_C,,,
,Bands TDD_E,,,
,Bands FDD_A,,,
,"Bands FDD_B1, FDD_B2 Note 10",,,
,Bands FDD_C,,,
,Bands FDD_D,,,
,"Bands FDD_E, FDD_F Note 7",,,
,Bands FDD_G,,,
,Bands FDD_H,,,
Propagation Condition,,,AWGN,AWGN
Antenna Configuration,,,1x2,1x2
Timing offset to Cell 1,,s,0,3
Time alignment error relative to cell 1 Note 8,,,TAE,-
Time alignment error relative to cell 2 Note 8,,,TAE,
Time alignment error relative to cell 4 Note 8,,,TAE,
Time alignment error relative to cell 6 Note 8,,,TAE,
"Note 1:For special subframe and uplink-downlink configurations see Tables 4.2-1 and 4.2-2 in TS 36.211.Note 2:OCNG shall be used such that all cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.Note 3:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 4:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 5:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.Note 6:The selection of the bands for testing depends on the configuration of the carrier aggregation supported by the UEs.Note 7:For Band 26, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 865-894 MHz.Note 8:Time alignment error (TAE) as specified in TS 36.104 [30] clause 6.5.3.1. The TAE value depends upon the type of carrier aggregation.Note 9:E-UTRA operating band groups are as defined in Section 3.5.Note 10:For Band 74, the tests shall be performed with the carrier frequency of the assigned E-UTRA channel bandwidth within 1475.9-1510.9 MHz.",,,,
