Parameter,Unit,SyncRef UE 1,,,SyncRef UE 2,,
,,T1,T2,T3,T1,T2,T3
E-UTRA RF Channel Number,,1,,,,,
BWchannel Note 4,MHz,5 or 10,,,,,
ProSe Direct Communication resource pool configuration,,As specified in Table A.3.12.5-2(Configuration #2),,,As specified in Table A.3.12.5-1(Configuration #1),,
networkControlledSyncTx,,N/A,,,ON,,
syncTxThreshOoC,dBm/15 kHz,+infinity,,,N/A,,
slssid,,59,,,30,,
inCoverage (in MIB-SL),,FALSE,,,TRUE,,
syncOffsetIndicator,,syncOffsetIndicator2,,,syncOffsetIndicator1,,
Note1,dBm/15 kHz,-98,,,,,
,dB,-infinity,16,16,-infinity,-infinity,13
,dB,-infinity,16,2.79,-infinity,-infinity,-3.11
"S-RSRP Note2, Note 3",dBm/15 kHz,-infinity,-82,-82,-infinity,-infinity,-85
Propagation Condition,,AWGN,,,,,
Note 1:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.Note 2:RSRP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.Note 3:SSSS Es/Iot is set the same as PSSS/PSBCH Es/Iot.Note 4:This test is according to the principle defined in section A.3.12.3.,,,,,,,
