,Z1 [symbols],,Z2 [symbols],,Z3 [symbols],
,Z1,Z'1,Z2,Z'2,Z3,Z'3
0,22,16,40,37,22,X0
1,33,30,72,69,33,X1
2,44,42,141,140,"min(44,X2+ KB1) X3",X2
3,97,85,152,140,"min(97, X3+ KB2)",X3
5,388,340,608,560,"min(388, X5+ KB3)",X5
6,776,680,1216,1120,"min(776, X6+ KB4)",X6
