mcs-Msg3-Repetitions is configured,,,mcs-Msg3-Repetitions is not configured,
Codepoint,IMCS,,Codepoint,IMCS
00,First value of mcs-Msg3-Repetitions,,00,0
01,Second value of mcs-Msg3-Repetitions,,01,1
10,Third value of mcs-Msg3-Repetitions,,10,2
11,Fourth value of mcs-Msg3-Repetitions,,11,3
