Parameter,,Unit,Value,Comment
Initial conditions,Active cell,,Cell 1,
,Neighbouring cell,,Cell 2,unknown target cell operating with 12 PRB SSB bandwidth
Final condition,Active cell,,Cell 2,unknown target cell operating with 12 PRB SSB bandwidth
