Parameter,,Unit,Value,Comment
Initial,Active PCell,,Cell 1,PCell on RF channel number 1.
,Neighbour cell,,Cell2,Neighbour cell with 12 PRB SSB bandwidth on RF channel number 2.
,,,Cell 3,Neighbour cell with 12 PRB SSB bandwidth on RF channel number 3.
Final,Active PCell,,Cell 1,PCell on RF channel number 1.
Condition,active PSCell,,Cell 3,PSCell with 12 PRB SSB bandwidth on RF channel number 3.
,Neighbour Cell,,Cell 2,Neighbour cell with 12 PRB SSB bandwidth on RF channel number 2
