Parameter,Unit,Value,Comment
NR RF Channel Number,,1,One NR radio channel is used for this test
Active PCell,,Cell 1,PCell on RF channel number 1.
CP length,,Normal,
Timing offset between SSB 0 and SSB1,s,25,
Timing offset between SSB0 and SSB2,s,33,
DRX,,OFF,
T1,s,0.2,
T2,s,0.2,
