Parameter,,Unit,Value,Comment
Initial conditions,Active cell,,Cell 2,
,Neighbouring cell,,Cell 4,
Final condition,Active cell,,Cell 4,
Access Barring Information,,-,Not Sent,No additional delays in random access procedure.
T1,,s,5,
T2,,s,5,
