TDD UL/DLConfiguration,subframe index n,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9
0,,,3,3,6,,,3,3,6
1,,,3,3,,,,3,3,
2,,,3,,,,,3,,
3,,,3,3,3,,,,,
4,,,3,3,,,,,,
5,,,3,,,,,,,
6,,,3,3,5,,,3,3,
