Rx Parameter,Units,SL CA Bandwidth Class,,,,
,,B,,,,
"Pw in Transmission Bandwidth Configuration, per CC",dBm,PREFSENS_SL + SL CA Bandwidth Class specific value below,,,,
,,9,,,,
