RX parameter,Units,Channel bandwidth (MHz),,
,,"5, 10",15,"20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100"
ACS,dB,33,30,27 – 10log10(BWChannel /20)
NOTE1:ACS value is rounded to the next higher 0.5dB value,,,,
