Config,Description
1,"LTE FDD(Cell 1), LTE TDD (Cell 3), NR 120 kHz SSB SCS, 100 MHz bandwidth,TDD duplex mode"
2,"LTE TDD(Cell 1), LTE TDD (Cell 3), NR 120 kHz SSB SCS, 100 MHz bandwidth,TDD duplex mode"
NOTE: The UE is only required to be tested in one of the supported test configurations,
